room_id,survey_id,host_id,room_type,country,city,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,bathrooms,price,minstay,name,last_modified,latitude,longitude,location
16869876,1225,2733852,Entire home/apt,,Barcelona,,Eixample,1,0.0,8,4.0,,863.0,,luxury flat with terrace,2017-05-13 12:52:19.441909,41.393379,2.15102,0101000020E6100000DA5548F94935014073F7393E5AB24440
18124102,1225,26165888,Entire home/apt,,Barcelona,,Eixample,0,0.0,4,0.0,,651.0,,Luxury Oasis Psg Gracia by Happyhost.,2017-05-13 12:52:16.782146,41.391354,2.157994,0101000020E6100000BBB6B75B9243014053944BE317B24440
12744761,1225,28388457,Entire home/apt,,Barcelona,,Eixample,0,0.0,6,2.0,,560.0,,Palau de la Música Apartments 2H #1,2017-05-13 12:52:11.559100,41.389028,2.173569,0101000020E61000009FCBD42478630140399D64ABCBB14440
14300225,1225,349537,Entire home/apt,,Barcelona,,Sant Martí,6,4.5,6,3.0,,56.0,,DREAM BEACH,2017-05-13 12:37:13.767564,41.41637,2.212429,0101000020E6100000A0C6BDF90DB301408C84B69C4BB54440
2036372,1225,5729069,Entire home/apt,,Barcelona,,Sant Martí,0,0.0,6,3.0,,785.0,,1302 - PERFECT BEACHFRONT APARTMENT,2017-05-13 12:36:59.729204,41.407948,2.216456,0101000020E61000000E2F88484DBB0140FB3BDBA337B44440
839805,1225,4386966,Entire home/apt,,Barcelona,,Sant Martí,2,0.0,8,4.0,,897.0,,MEDITERRANEAN TERRACE,2017-05-13 12:36:59.719595,41.403826,2.214303,0101000020E61000003E7AC37DE4B6014023A30392B0B34440
3757024,1225,16601458,Entire home/apt,,Barcelona,,Ciutat Vella,3,5.0,4,1.0,,588.0,,Aпартаменты в центре Барселоны.,2017-05-13 12:36:56.286020,41.379478,2.175292,0101000020E6100000E200FA7DFF66014097C62FBC92B04440
5460272,1225,17191629,Entire home/apt,,Barcelona,,Eixample,0,0.0,3,2.0,,628.0,,PENTHOUSE WITH FANTASTIC VIEWS,2017-05-13 12:36:54.973639,41.375467,2.150141,0101000020E6100000554FE61F7D33014016DD7A4D0FB04440
18424082,1225,4459553,Entire home/apt,,Barcelona,,Eixample,0,0.0,6,3.0,,673.0,,2012- AB Marina 1-2,2017-05-13 12:36:52.694906,41.399433,2.178922,0101000020E6100000804754A86E6E0140BAF8DB9E20B34440
1025760,1225,3480461,Entire home/apt,,Barcelona,,Eixample,28,4.5,8,4.0,,527.0,,Luxury Duplex with a private pool! ,2017-05-13 12:36:47.382445,41.392602,2.154843,0101000020E6100000C11DA8531E3D01400E2C47C840B24440
11564240,1225,61081652,Entire home/apt,,Barcelona,,Sants-Montjuïc,1,0.0,3,2.0,,560.0,,Apartamento cerca Plaza España 3pax,2017-05-13 12:36:47.379567,41.372801,2.149437,0101000020E6100000B27F9E060C320140437573F1B7AF4440
18700569,1225,4459553,Entire home/apt,,Barcelona,,Eixample,0,0.0,6,2.0,,673.0,,GI2511 - AB Eixample Suite,2017-05-13 12:36:47.352346,41.385779,2.155904,0101000020E61000005186AA984A3F0140E63DCE3461B14440
15716450,1225,93316844,Entire home/apt,,Barcelona,,Sants-Montjuïc,0,0.0,8,3.0,,190.0,,3 bedrooms apartmen in Barcelona + Wifi,2017-05-13 12:29:13.315402,41.377461,2.133052,0101000020E6100000D25625917D100140FA415DA450B04440
18487096,1225,128261748,Entire home/apt,,Barcelona,,Ciutat Vella,0,0.0,5,2.0,,197.0,,2 beds near barceloneta + breakfast,2017-05-13 12:26:47.880768,41.37918,2.190245,0101000020E6100000F6D1A92B9F8501400DA661F888B04440
15739648,1225,101708518,Entire home/apt,,Barcelona,,Sants-Montjuïc,2,0.0,4,1.0,,107.0,,"LOFT ACOJEDOR, BON COLORS",2017-05-13 12:17:41.526193,41.364218,2.139434,0101000020E61000008D9AAF928F1D0140A94E07B29EAE4440
18710940,1225,6776202,Entire home/apt,,Barcelona,,Sants-Montjuïc,0,0.0,4,2.0,,90.0,,Cozy apartment P1,2017-05-13 12:08:28.650691,41.373367,2.163515,0101000020E6100000573ECBF3E04E0140EC33677DCAAF4440
14670814,1225,349537,Entire home/apt,,Barcelona,,Sant Martí,10,4.5,6,3.0,,67.0,,SWEET Apartment near BEACH FORUM,2017-05-13 12:05:20.153248,41.416958,2.211925,0101000020E61000006EA301BC05B201401DE736E15EB54440
16241552,1225,349537,Entire home/apt,,Barcelona,,Sant Martí,2,0.0,6,3.0,,45.0,,NEW APARTMENT NEAR BEACH FORUM DIAGONAL MAR,2017-05-13 12:04:37.346420,41.413914,2.219292,0101000020E61000000932022A1CC10140A3AD4A22FBB44440
7351325,1225,2346691,Entire home/apt,,Barcelona,,Ciutat Vella,121,4.0,4,1.0,,44.0,,!!! NEW IN RAMBLAS PLAZA REAL GOTHIC BCN !!!,2017-05-13 12:04:32.164331,41.379513,2.175886,0101000020E610000014984EEB3668014014B4C9E193B04440
7927061,1225,349537,Entire home/apt,,Barcelona,,Sant Martí,23,4.5,6,2.0,,54.0,,"LOVELY APART, BEACH, WIFI, HEATING",2017-05-13 12:04:31.081635,41.416569,2.216899,0101000020E6100000E547FC8A35BC014083C30B2252B54440
2755120,1225,349537,Entire home/apt,,Barcelona,,Eixample,94,4.5,4,1.0,,56.0,,"NEW ""CATA 1"" Plaza Catalunya, 2-10p",2017-05-13 12:04:26.705676,41.385771,2.167839,0101000020E61000005EF23FF9BB570140635FB2F160B14440
16478789,1225,108172574,Entire home/apt,,Barcelona,,Gràcia,0,0.0,3,2.0,,34.0,,Tranquilo piso near sagrada familia,2017-05-13 12:04:24.361636,41.406882,2.166626,0101000020E61000006E4E25034055014061AA99B514B44440
16683769,1225,110433133,Entire home/apt,,Barcelona,,Ciutat Vella,1,0.0,4,1.0,,39.0,,GREAT FLAT&AMAZING LOCATION,2017-05-13 12:04:24.348175,41.379926,2.174159,0101000020E6100000B96E4A79AD6401403673486AA1B04440
732353,1225,2579651,Entire home/apt,,Barcelona,,Eixample,24,4.0,6,3.0,,1009.0,,OMG apartment with SPA included,2017-05-13 12:04:17.623682,41.402834,2.171567,0101000020E61000002995F0845E5F0140C2DB831090B34440
2334190,1225,10730981,Entire home/apt,,Barcelona,,Sant Martí,0,0.0,4,2.0,,729.0,,Apartmento delante de la playa,2017-05-13 12:04:17.621060,41.402455,2.212639,0101000020E610000049D576137CB301404C8E3BA583B34440
721512,1225,3724467,Entire home/apt,,Barcelona,,Eixample,0,0.0,6,2.0,,785.0,,2 Valencia Superior Apartment 2 bedrooms,2017-05-13 12:04:17.614933,41.397668,2.171426,0101000020E610000007793D98145F01403755F7C8E6B24440
714400,1225,2579651,Entire home/apt,,Barcelona,,Eixample,15,4.5,6,3.0,,1009.0,,AMAZING 3 Bedroom Sagrada Familia,2017-05-13 12:04:16.256678,41.40259,2.172379,0101000020E61000003123BC3D086101402BD9B11188B34440
18122080,1225,26165888,Entire home/apt,,Barcelona,,Eixample,0,0.0,6,2.0,,774.0,,BARCELONA CITY CENTER - Duplex Plaza Cataluña I.,2017-05-13 12:04:14.764314,41.389635,2.17605,0101000020E6100000B8AF03E78C6801404030478FDFB14440
16079084,1225,61360206,Entire home/apt,,Barcelona,,Eixample,0,0.0,8,3.0,,942.0,,Double Luxury Penthouses,2017-05-13 12:04:13.168897,41.392033,2.174227,0101000020E61000003CA41820D1640140F4F928232EB24440
10028267,1225,1404293,Entire home/apt,,Barcelona,,Sant Martí,4,4.5,8,4.0,,1009.0,,Yacht in Barcelona by the beach,2017-05-13 12:04:13.161099,41.383773,2.199398,0101000020E61000003B1A87FA5D9801403D0B42791FB14440
1451882,1225,1414702,Entire home/apt,,Barcelona,,Gràcia,0,0.0,9,6.0,,560.0,,Big house in Barcelona,2017-05-13 12:04:11.701855,41.419166,2.141462,0101000020E610000097033DD4B62101402DCC423BA7B54440
14603540,1225,7156108,Entire home/apt,,Barcelona,,Eixample,12,4.5,5,3.0,,539.0,,"Designer 3 bed. Arc de Triomf, Eixample, Sagrada",2017-05-13 12:04:10.687119,41.397889,2.172995,0101000020E6100000DFF8DA334B6201401538D906EEB24440
16752419,1225,111146940,Entire home/apt,,Barcelona,,Gràcia,0,0.0,5,3.0,,560.0,,"Comfortable 5 persons apartment, city center!",2017-05-13 12:04:10.683984,41.39851,2.155637,0101000020E61000006361889CBE3E014082902C6002B34440
17244290,1225,2579651,Entire home/apt,,Barcelona,,Eixample,1,0.0,6,3.0,,560.0,,Mobile World Congress SPA & Luxury Apartement,2017-05-13 12:04:10.675395,41.402414,2.172517,0101000020E61000004208C89750610140EDB94C4D82B34440
18459019,1225,4459553,Entire home/apt,,Barcelona,,Eixample,0,0.0,8,4.0,,673.0,,2037- AB Marina P-3,2017-05-13 12:04:07.905800,41.401204,2.180347,0101000020E6100000257497C4597101401F8315A75AB34440
18443366,1225,4459553,Entire home/apt,,Barcelona,,Eixample,0,0.0,6,3.0,,673.0,,2023- AB Marina 4-1,2017-05-13 12:04:06.380501,41.398966,2.178928,0101000020E6100000A2B5A2CD716E0140A41B615111B34440
15045446,1225,4459553,Entire home/apt,,Barcelona,,Sants-Montjuïc,4,4.5,7,3.0,,617.0,,Ref1902 AB Vila Vila,2017-05-13 12:04:06.369957,41.373443,2.169125,0101000020E6100000EE7C3F355E5A0140C7F5EFFACCAF4440
15050009,1225,4459553,Entire home/apt,,Barcelona,,Eixample,5,4.5,7,3.0,,560.0,,Ref1906 AB Vila Vila,2017-05-13 12:04:06.367662,41.375871,2.164726,0101000020E61000003C6876DD5B510140E5417A8A1CB04440
17635520,1225,4459553,Entire home/apt,,Barcelona,,Eixample,0,0.0,4,3.0,,673.0,,Ref2290 Roma Executive Suites 6-A,2017-05-13 12:04:06.360287,41.385841,2.155815,0101000020E610000057CF49EF1B3F01405C3AE63C63B14440
17633461,1225,4459553,Entire home/apt,,Barcelona,,Eixample,0,0.0,4,3.0,,673.0,,Ref2280 AB Roma Executive Suites 1-A,2017-05-13 12:04:06.356020,41.384537,2.155834,0101000020E6100000C3D66CE5253F01400D8D278238B14440
17835432,1225,4459553,Entire home/apt,,Barcelona,,Eixample,0,0.0,4,2.0,,673.0,,Ref2296 Arago Executive Suites 3-C,2017-05-13 12:04:06.352686,41.386335,2.156618,0101000020E61000002CB81FF0C04001406C26DF6C73B14440
13633311,1225,4459553,Entire home/apt,,Barcelona,,Eixample,0,0.0,4,1.0,,560.0,,Ref2281 AB Roma Executive Suites 1-B,2017-05-13 12:04:06.349567,41.385191,2.154897,0101000020E6100000F4FC69A33A3D014055DB4DF04DB14440
17268905,1225,81583315,Entire home/apt,,Barcelona,,Ciutat Vella,0,0.0,4,2.0,,559.0,,MWC Entire apartment next Plaça Catalunya/Ramblas!,2017-05-13 12:04:04.732704,41.379583,2.171783,0101000020E6100000F511F8C3CF5F01400C8FFD2C96B04440
8075826,1225,39328627,Entire home/apt,,Barcelona,,Eixample,14,4.5,10,5.0,,572.0,,"Lujo en el centro, 10 personas -M43",2017-05-13 12:04:04.723165,41.386032,2.163972,0101000020E61000007DAD4B8DD04F0140D09A1F7F69B14440
17730397,1225,115361968,Entire home/apt,,Barcelona,,Gràcia,0,0.0,4,2.0,,672.0,,NEW LUXURY & QUIET BARCELONA APARTMENT,2017-05-13 12:04:04.719162,41.413119,2.141607,0101000020E6100000CF13CFD902220140992D5915E1B44440
17338290,1225,30395608,Entire home/apt,,Barcelona,,Sarrià-Sant Gervasi,0,0.0,6,3.0,,567.0,,"Premium Local Area, near avDiagonal",2017-05-13 12:04:04.710879,41.393804,2.143686,0101000020E6100000FB2477D8442601405A84622B68B24440
11997812,1225,29613208,Entire home/apt,,Barcelona,,Ciutat Vella,5,4.5,9,4.0,,560.0,,Apartamento para 9 personas,2017-05-13 12:04:03.316619,41.375199,2.173613,0101000020E6100000994869368F630140F73E558506B04440
10715472,1225,55305941,Entire home/apt,,Barcelona,,Sarrià-Sant Gervasi,0,0.0,5,3.0,,673.0,,3 BDR duplex penthouse city center,2017-05-13 12:04:03.308968,41.396953,2.148657,0101000020E61000006092CA147330014049861C5BCFB24440
1008717,1225,750385,Entire home/apt,,Barcelona,,Eixample,1,0.0,11,4.0,,559.0,,BIg Apartment with Terrace! 12 people,2017-05-13 12:04:03.298637,41.392548,2.1663,0101000020E610000031992A18955401401B0E4B033FB24440
13017788,1225,71851332,Entire home/apt,,Barcelona,,Eixample,12,5.0,10,5.0,,673.0,,LUXURY PASEO DE GRACIA CASA BATLLO,2017-05-13 12:04:03.294060,41.393034,2.166868,0101000020E6100000CEFDD5E3BE550140A81B28F04EB24440
8110333,1225,10049157,Entire home/apt,,Barcelona,,Ciutat Vella,22,4.5,16,5.0,,673.0,,Apartment in Barcelona [1],2017-05-13 12:04:02.034964,41.381658,2.180895,0101000020E61000005114E81379720140DE205A2BDAB04440
11396152,1225,5014487,Entire home/apt,,Barcelona,,Ciutat Vella,0,0.0,4,2.0,,589.0,,"Flat in Raval, 3mn from Metro L3",2017-05-13 12:04:02.031938,41.378102,2.166495,0101000020E610000085949F54FB540140AE4676A565B04440
14146333,1225,1853675,Entire home/apt,,Barcelona,,Eixample,1,0.0,6,2.0,,559.0,,EXCLUSIVE ONE + BREAKFAST,2017-05-13 12:04:02.029590,41.382105,2.160402,0101000020E610000035B401D880480140AD510FD1E8B04440
18438947,1225,127499787,Entire home/apt,,Barcelona,,Eixample,0,0.0,4,1.0,,536.0,,BARCELONA CITY CENTER - Apartamento Deluxe.,2017-05-13 12:04:02.025746,41.389505,2.169682,0101000020E61000004CC2853C825B01407250C24CDBB14440
11331707,1225,59293770,Entire home/apt,,Barcelona,,Sant Martí,0,0.0,6,2.0,,336.0,,,2017-05-13 12:02:23.824596,41.399572,2.207089,0101000020E610000008E412471EA80140DB32E02C25B34440
13525426,1225,10278871,Entire home/apt,,Barcelona,,Ciutat Vella,0,0.0,10,4.0,,449.0,,Barca Guide Centro 4 Bedroom Apartment,2017-05-13 12:02:23.822314,41.378762,2.176274,0101000020E6100000B114C95702690140D97BF1457BB04440
10449039,1225,53828017,Entire home/apt,,Barcelona,,Sarrià-Sant Gervasi,0,0.0,12,6.0,,448.0,,"Lujo, espacio y vistas",2017-05-13 12:00:37.893680,41.413235,2.103025,0101000020E6100000FB5C6DC5FED2004002486DE2E4B44440
9209377,1225,7414663,Entire home/apt,,Barcelona,,Sants-Montjuïc,10,4.5,6,3.0,,347.0,,3bedroom Duplex Ramblas1,2017-05-13 12:00:11.423308,41.373371,2.171809,0101000020E61000008944A165DD5F01402D23F59ECAAF4440
16389746,1225,24001256,Entire home/apt,,Barcelona,,Ciutat Vella,0,0.0,8,3.0,,392.0,,Centric Apartment (214),2017-05-13 12:00:09.528548,41.38305,2.16545,0101000020E610000050FC1873D7520140CC5D4BC807B14440
15333415,1225,63754661,Entire home/apt,,Barcelona,,Eixample,0,0.0,5,3.0,,448.0,,Piso de 230 m2 en zona céntrica de Barcelona,2017-05-13 11:59:36.956710,41.394655,2.155055,0101000020E610000076A6D0798D3D0140F819170E84B24440
14270013,1225,71653201,Entire home/apt,,Barcelona,,Sant Martí,0,0.0,6,3.0,,314.0,,Apartamento ideal para familias cerca de la playa,2017-05-13 11:59:11.566872,41.389961,2.194705,0101000020E610000002F1BA7EC18E014094DBF63DEAB14440
17748618,1225,121087949,Entire home/apt,,Barcelona,,Sant Martí,0,0.0,6,2.0,,217.0,,ECO,2017-05-13 11:49:06.525595,41.403174,2.204023,0101000020E6100000F10D85CFD6A101407B4CA4349BB34440
15762222,1225,101916825,Entire home/apt,,Barcelona,,Sant Martí,0,0.0,2,1.0,,247.0,,Entire apartment in Barcelona,2017-05-13 11:49:05.281226,41.387466,2.19449,0101000020E61000003C31EBC5508E0140EE27637C98B14440
4686451,1225,24001256,Entire home/apt,,Barcelona,,Sant Martí,3,4.5,8,3.0,,269.0,,3 Bedroom Superior Apartment (841),2017-05-13 11:41:57.657724,41.403802,2.214002,0101000020E61000008E3A3AAE46B601409A07B0C8AFB34440
4676250,1225,24001256,Entire home/apt,,Barcelona,,Eixample,0,0.0,4,1.0,,201.0,,Rambla One-Bedroom Penthouse (975),2017-05-13 11:40:41.744501,41.3869,2.166948,0101000020E6100000950F41D5E855014044696FF085B14440
17661373,1225,3550007,Entire home/apt,,Barcelona,,Sants-Montjuïc,0,0.0,5,2.0,,201.0,,Family friendly sunny 2 bedroom close to Center!,2017-05-13 11:40:02.207815,41.373784,2.164976,0101000020E6100000C9FFE4EFDE51014050E27327D8AF4440
4676382,1225,24001256,Entire home/apt,,Barcelona,,Eixample,0,0.0,4,1.0,,201.0,,Rambla One-Bedroom Penthouse (976),2017-05-13 11:39:56.945768,41.388454,2.168387,0101000020E61000008A929048DB5801400D0055DCB8B14440
18253124,1225,11794589,Entire home/apt,,Barcelona,,Ciutat Vella,0,0.0,4,3.0,,191.0,,Alt Standing en el centro centro ciudad,2017-05-13 11:38:22.308066,41.385071,2.16518,0101000020E610000051A04FE449520140ABD1AB014AB14440
4676521,1225,24001256,Entire home/apt,,Barcelona,,Eixample,0,0.0,4,1.0,,201.0,,Rambla Cozy Terrace Attic (977),2017-05-13 11:38:11.048673,41.387173,2.166895,0101000020E610000067EDB60BCD550140757286E28EB14440
14241789,1225,33057964,Entire home/apt,,Barcelona,,Sant Martí,0,0.0,4,3.0,,197.0,,"luxury penthouse, One of the best views in town",2017-05-13 11:38:03.596726,41.408121,2.214745,0101000020E61000000FD6FF39CCB70140C9E7154F3DB44440
182877,1225,877008,Entire home/apt,,Barcelona,,Sarrià-Sant Gervasi,10,4.0,6,4.0,,202.0,,beautiful open plan park apartment,2017-05-13 11:38:03.593168,41.395618,2.141158,0101000020E6100000D68C0C7217210140BEDA519CA3B24440
699920,1225,3590196,Entire home/apt,,Barcelona,,Eixample,2,0.0,2,1.0,,197.0,,"Romantic hideaway , Plaça Catalunya",2017-05-13 11:38:03.588797,41.387589,2.165363,0101000020E610000062BF27D6A952014009A52F849CB14440
15712237,1225,61803852,Entire home/apt,,Barcelona,,Sant Martí,9,4.5,8,3.0,,187.0,,Brand New Apartment near Sagrada Familia,2017-05-13 11:37:31.555588,41.411929,2.178154,0101000020E610000072361D01DC6C014012A3E716BAB44440
5404408,1225,4149600,Entire home/apt,,Barcelona,,Ciutat Vella,49,4.0,9,6.0,,191.0,,ARENAS 1,2017-05-13 11:37:31.550781,41.379671,2.177748,0101000020E61000006D6FB724076C0140AC1E300F99B04440
5161977,1225,25677142,Entire home/apt,,Barcelona,,Sants-Montjuïc,3,4.5,3,2.0,,202.0,,Nice apartment next to Plaza España,2017-05-13 11:37:30.621127,41.370887,2.146764,0101000020E610000056D7A19A922C01407BC1A73979AF4440
10239673,1225,52625826,Entire home/apt,,Barcelona,,Ciutat Vella,27,4.0,6,2.0,,202.0,,Apt for 6 located close Ramblas,2017-05-13 11:37:23.271129,41.3772,2.174828,0101000020E61000009566F3380C6601408E06F01648B04440
12717724,1225,54310958,Entire home/apt,,Barcelona,,Eixample,0,0.0,4,1.0,,198.0,,CPhI - Sagrada Familia 1 Bedroom apartment,2017-05-13 11:37:20.570755,41.403442,2.172107,0101000020E6100000274D83A2796001409AEAC9FCA3B34440
4725296,1225,2320210,Entire home/apt,,Barcelona,,Eixample,6,4.5,4,1.0,,197.0,,The Central Place II,2017-05-13 11:37:20.552204,41.390821,2.164359,0101000020E6100000166D8E739B50014086CB2A6C06B24440
18431942,1225,127744033,Entire home/apt,,Barcelona,,Ciutat Vella,0,0.0,5,1.0,,191.0,,"Great apartment in the old city - balcony, wifi",2017-05-13 11:37:19.696088,41.378838,2.164793,0101000020E6100000B9E00CFE7E510140B43D7AC37DB04440
17245611,1225,114164260,Entire home/apt,,Barcelona,,Sant Martí,0,0.0,5,3.0,,202.0,,Barcelona at the beach,2017-05-13 11:37:18.848552,41.3915,2.199627,0101000020E61000005130630AD6980140273108AC1CB24440
17329630,1225,68084649,Entire home/apt,,Barcelona,,Sant Martí,1,0.0,5,2.0,,168.0,,巴塞罗那阳光居室环境安静舒适,2017-05-13 11:18:35.701613,41.415647,2.213173,0101000020E6100000251FBB0B94B401401BD7BFEB33B54440
8278517,1225,1447144,Entire home/apt,,Barcelona,,Ciutat Vella,3,3.5,6,3.0,,135.0,,fdl2 BEST PRICE! HAPPY FLAT EL BORN,2017-05-13 11:00:20.526757,41.385358,2.179886,0101000020E6100000E91038126870014040A0336953B14440
11453932,1225,2179340,Entire home/apt,,Barcelona,,Horta-Guinardó,1,0.0,5,3.0,,140.0,,Horta residencial 85m,2017-05-13 10:56:31.872358,41.435881,2.156496,0101000020E610000077A38FF98040014051F9D7F2CAB74440
15827369,1225,102477327,Entire home/apt,,Barcelona,,Nou Barris,1,0.0,7,3.0,,135.0,,"charming 3bedrooms flat, 15min from downtown",2017-05-13 10:56:30.663425,41.464658,2.18293,0101000020E610000082A8FB00A476014092E9D0E979BB4440
18711056,1225,92408306,Entire home/apt,,Barcelona,,Nou Barris,0,0.0,2,1.0,,141.0,,Apartment with terrace and independent entrance,2017-05-13 10:55:37.550926,41.428184,2.169079,0101000020E6100000E8853B17465A0140D255BABBCEB64440
18709873,1225,20800350,Entire home/apt,,Barcelona,,Ciutat Vella,0,0.0,5,2.0,,105.0,,MODERN APARTMENT DOWNTOWN 1B,2017-05-13 10:31:03.433005,41.381401,2.164354,0101000020E6100000F9BB77D498500140B2D47ABFD1B04440
6070729,1225,31511923,Entire home/apt,,Barcelona,,Ciutat Vella,48,4.0,5,3.0,,117.0,,Appartamento in centro,2017-05-13 10:30:45.640523,41.375497,2.172791,0101000020E61000005858703FE0610140815F234910B04440
7283395,1225,31511923,Entire home/apt,,Barcelona,,Ciutat Vella,35,3.5,5,1.0,,112.0,,Il cuore di barcellona,2017-05-13 10:30:36.199379,41.379185,2.170242,0101000020E6100000BC3E73D6A75C01401F11532289B04440
16409788,1225,31511923,Entire home/apt,,Barcelona,,Nou Barris,11,3.5,6,3.0,,110.0,,EL PISITO,2017-05-13 10:28:10.369019,41.445311,2.183947,0101000020E610000018946934B978014047C66AF3FFB84440
11961975,1225,13987483,Entire home/apt,,Barcelona,,Sants-Montjuïc,8,5.0,3,1.0,,90.0,,Cozy Apartment with Free Parking!!!,2017-05-13 10:26:55.002592,41.36555,2.136746,0101000020E6100000DBDE6E490E180140C286A757CAAE4440
15583263,1225,100407333,Entire home/apt,,Barcelona,,Les Corts,1,0.0,4,2.0,,90.0,,Apartamento con dos dormitorios en Barcelona,2017-05-13 10:22:57.034138,41.385383,2.112789,0101000020E6100000D1C952EBFDE6004099B7EA3A54B14440
10760653,1225,13888937,Entire home/apt,,Barcelona,,Ciutat Vella,18,5.0,2,0.0,,84.0,,Cosy Loft in Borne,2017-05-13 10:13:12.098439,41.384277,2.183575,0101000020E6100000D5E76A2BF677014070CD1DFD2FB14440
16104734,1225,104991230,Entire home/apt,,Barcelona,,Ciutat Vella,8,5.0,2,1.0,,90.0,,Ático. Muy céntrico y luminos con tarraza,2017-05-13 10:07:01.764308,41.378831,2.166489,0101000020E61000006326512FF854014001DBC1887DB04440
4798129,1225,707908,Entire home/apt,,Barcelona,,Sant Martí,97,4.0,3,2.0,,95.0,,Vintage 2,2017-05-13 09:58:09.037914,41.393837,2.191481,0101000020E61000006971C63027880140357A354069B24440
10522712,1225,5517860,Entire home/apt,,Barcelona,,Ciutat Vella,73,4.5,6,1.0,,67.0,,"COZY FLAT, TERRAZA, PLAZA CATALUNYA",2017-05-13 09:54:42.466733,41.384292,2.167639,0101000020E6100000ED45B41D53570140A60EF27A30B14440
4336467,1225,20510784,Entire home/apt,,Barcelona,,Eixample,2,0.0,6,3.0,,65.0,,Muy cerca de la Plaza Catalunya,2017-05-13 09:47:32.909851,41.386886,2.164928,0101000020E6100000B98E71C5C5510140DFA3FE7A85B14440
17478236,1225,8964574,Entire home/apt,,Barcelona,,Sants-Montjuïc,0,0.0,4,1.0,,72.0,,Small Loft nice apartment Pza España HUTB008660-36,2017-05-13 09:44:10.832112,41.374876,2.143281,0101000020E6100000FC1A4982702501401407D0EFFBAF4440
13167519,1225,73559571,Entire home/apt,,Barcelona,,Sarrià-Sant Gervasi,0,0.0,2,1.0,,64.0,,El meu palacete*Loft entero en zona alta de Bcn,2017-05-13 09:43:14.902634,41.404851,2.133145,0101000020E6100000E2016553AE1001405F605628D2B34440
615716,1225,1388178,Entire home/apt,,Barcelona,,Sants-Montjuïc,7,4.5,2,1.0,,73.0,,Cosy apartment in Poble Sec,2017-05-13 09:39:41.371341,41.373976,2.162395,0101000020E61000007845F0BF954C014094BE1072DEAF4440
8066203,1225,42604715,Entire home/apt,,Barcelona,,Sarrià-Sant Gervasi,29,4.5,3,1.0,,67.0,,Apartamento en la zona alta de barcelona,2017-05-13 09:39:13.066573,41.410709,2.139926,0101000020E61000007AE1CE85911E01402096CD1C92B44440
14958299,1225,48792562,Entire home/apt,,Barcelona,,Ciutat Vella,19,4.0,2,1.0,,67.0,,"Next To Las Ramblas, Unique, Wif1",2017-05-13 09:38:48.052158,41.379712,2.164466,0101000020E6100000766EDA8CD35001400AF31E679AB04440
