room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,minstay,latitude,longitude,last_modified
16374875,107251505,Shared room,,Eixample,1,0.0,6,1.0,53.0,,41.391126,2.162453,2017-03-28 13:00:02.617052
12332051,41933599,Shared room,,Eixample,0,0.0,8,1.0,269.0,,41.387962,2.165981,2017-03-28 12:59:44.466395
12331935,41933599,Shared room,,Eixample,0,0.0,6,1.0,235.0,,41.387658,2.167093,2017-03-28 12:59:44.463142
12331794,41933599,Shared room,,Eixample,0,0.0,5,1.0,196.0,,41.387023,2.167047,2017-03-28 12:59:43.200698
12331497,41933599,Shared room,,Eixample,0,0.0,4,1.0,157.0,,41.386288,2.165477,2017-03-28 12:59:42.329899
7965130,41807465,Shared room,,Eixample,5,4.5,8,1.0,140.0,,41.392055,2.154293,2017-03-28 12:59:41.387188
8038735,29777555,Shared room,,Sants-Montjuïc,3,5.0,4,1.0,139.0,,41.372609,2.165947,2017-03-28 12:59:41.383182
9111304,2395550,Shared room,,Sant Martí,5,4.5,2,1.0,123.0,,41.407673,2.202132,2017-03-28 12:59:40.055576
17444995,71355528,Shared room,,Sants-Montjuïc,0,0.0,4,1.0,106.0,,41.360778,2.141695,2017-03-28 12:59:40.053431
1211322,6614322,Shared room,,Sant Martí,0,0.0,14,1.0,112.0,,41.397277,2.190758,2017-03-28 12:59:40.051352
7086254,37143874,Shared room,,Sants-Montjuïc,0,0.0,4,1.0,123.0,,41.373105,2.163923,2017-03-28 12:59:40.048678
7965883,41807465,Shared room,,Eixample,3,4.0,6,1.0,121.0,,41.392044,2.153721,2017-03-28 12:59:40.043537
17448035,71355528,Shared room,,Sants-Montjuïc,0,0.0,2,1.0,106.0,,41.360542,2.140891,2017-03-28 12:59:40.041420
7968315,41807465,Shared room,,Eixample,18,4.0,4,1.0,85.0,,41.393532,2.152668,2017-03-28 12:59:38.992681
9994799,8538802,Shared room,,Eixample,0,0.0,3,1.0,95.0,,41.384249,2.158137,2017-03-28 12:59:38.989944
2806466,14330519,Shared room,,Gràcia,0,0.0,2,1.0,83.0,,41.402218,2.153929,2017-03-28 12:59:38.987631
15748124,101784868,Shared room,,Ciutat Vella,0,0.0,1,1.0,103.0,,41.387084,2.179327,2017-03-28 12:59:38.984785
15401121,41657332,Shared room,,Eixample,3,5.0,1,1.0,93.0,,41.387109,2.170089,2017-03-28 12:59:38.982475
