room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,minstay,latitude,longitude,last_modified
11816579,9056569,Entire home/apt,,Sarrià-Sant Gervasi,5,5.0,5,2.0,92.0,2.0,41.395837,2.121451,2016-08-28 19:29:46.129514
2208080,2053965,Entire home/apt,,Eixample,20,5.0,4,2.0,184.0,3.0,41.390416,2.159089,2016-08-28 19:29:37.845507
1011139,542867,Entire home/apt,,Ciutat Vella,67,4.5,4,3.0,92.0,5.0,41.387328,2.181753,2016-08-28 19:29:19.533513
14114967,61043793,Entire home/apt,,Sants-Montjuïc,2,,3,2.0,149.0,3.0,41.375532,2.145274,2016-08-28 19:29:12.849534
13897715,7053689,Entire home/apt,,Sant Martí,2,,6,2.0,247.0,,41.399866,2.201903,2016-08-28 19:29:12.457513
13883635,46612869,Private room,,Eixample,0,,2,1.0,32.0,,41.392312,2.152882,2016-08-28 19:29:06.965307
1274378,6894148,Entire home/apt,,Sant Martí,9,4.5,3,2.0,115.0,4.0,41.392916,2.193043,2016-08-28 19:29:04.562147
537121,2635382,Private room,,Eixample,4,4.5,2,1.0,45.0,2.0,41.392539,2.166191,2016-08-28 19:29:04.284481
13033721,18989073,Entire home/apt,,Gràcia,2,,6,2.0,113.0,3.0,41.401453,2.156073,2016-08-28 19:29:00.663766
2362929,12069461,Entire home/apt,,Gràcia,33,4.5,6,3.0,146.0,3.0,41.399694,2.163325,2016-08-28 19:28:58.137305
6851485,25786027,Entire home/apt,,Sant Andreu,71,4.5,4,1.0,68.0,1.0,41.420121,2.189299,2016-08-28 19:28:57.677243
1800198,674212,Entire home/apt,,Eixample,52,5.0,6,2.0,225.0,2.0,41.390136,2.168445,2016-08-28 19:28:54.980604
7300199,30337227,Private room,,Ciutat Vella,14,4.5,2,1.0,46.0,3.0,41.381615,2.17155,2016-08-28 19:28:46.501516
2822965,14441420,Entire home/apt,,Gràcia,0,,5,3.0,79.0,2.0,41.402595,2.165231,2016-08-28 19:28:41.965506
3100451,9478280,Entire home/apt,,Ciutat Vella,4,4.0,3,2.0,173.0,3.0,41.385197,2.178688,2016-08-28 19:28:40.829508
691152,3533078,Entire home/apt,,Eixample,4,4.5,5,2.0,139.0,1.0,41.4068,2.173413,2016-08-28 19:28:38.331888
6505581,18832972,Entire home/apt,,Eixample,19,4.5,5,3.0,122.0,3.0,41.396144,2.17299,2016-08-28 19:28:37.493510
3797696,1986299,Entire home/apt,,Gràcia,8,4.5,6,2.0,288.0,3.0,41.39794,2.157999,2016-08-28 19:28:35.454881
2643984,1704101,Entire home/apt,,Eixample,122,4.5,4,2.0,75.0,1.0,41.407211,2.174148,2016-08-28 19:28:27.913482
13396724,25357690,Entire home/apt,,Sarrià-Sant Gervasi,13,4.5,2,1.0,64.0,2.0,41.403456,2.138992,2016-08-28 19:28:24.065513
14115292,14871323,Entire home/apt,,Sants-Montjuïc,1,,5,2.0,114.0,,41.372928,2.128417,2016-08-28 19:28:21.716937
10132827,10380563,Entire home/apt,,Gràcia,0,,8,3.0,93.0,3.0,41.404919,2.155247,2016-08-28 19:28:18.537512
6773769,35463109,Private room,,Sant Martí,0,,2,1.0,58.0,1.0,41.40448,2.200217,2016-08-28 19:28:17.917510
8998383,15884961,Entire home/apt,,Eixample,0,,5,3.0,194.0,3.0,41.394014,2.171376,2016-08-28 19:28:15.704971
587203,2895402,Private room,,Sant Martí,60,4.5,2,1.0,29.0,2.0,41.402665,2.200883,2016-08-28 19:28:11.277512
7907867,804332,Entire home/apt,,Ciutat Vella,8,4.5,10,4.0,288.0,,41.380022,2.175265,2016-08-28 19:27:56.616978
9627609,1271634,Entire home/apt,,Gràcia,20,5.0,6,3.0,133.0,,41.403163,2.150854,2016-08-28 19:27:38.761858
2773576,7222650,Entire home/apt,,Eixample,70,4.5,7,4.0,104.0,,41.401586,2.173065,2016-08-28 19:27:30.260558
13254358,74569818,Private room,,Ciutat Vella,13,4.0,4,1.0,46.0,1.0,41.376625,2.169626,2016-08-28 19:27:26.699230
12691244,54310958,Entire home/apt,,Gràcia,0,,6,2.0,248.0,2.0,41.400902,2.155558,2016-08-28 19:27:23.520124
1726975,9066280,Private room,,Les Corts,58,4.5,2,1.0,46.0,5.0,41.385298,2.138817,2016-08-28 19:27:19.007769
14477264,88650021,Private room,,Sants-Montjuïc,3,4.5,1,1.0,40.0,1.0,41.375698,2.139,2016-08-28 19:27:13.185582
6153926,31977151,Entire home/apt,,Eixample,23,5.0,4,0.0,91.0,2.0,41.388901,2.16003,2016-08-28 19:27:05.081365
12749303,38082619,Private room,,Sant Andreu,22,5.0,3,1.0,40.0,1.0,41.443011,2.194749,2016-08-28 19:26:59.131278
9171558,7030529,Entire home/apt,,Gràcia,2,,4,1.0,75.0,4.0,41.401574,2.155781,2016-08-28 19:26:49.663773
7930366,17923344,Private room,,Ciutat Vella,103,5.0,2,1.0,80.0,1.0,41.381865,2.174546,2016-08-28 19:26:46.652936
14368697,88147068,Private room,,Sants-Montjuïc,0,,2,1.0,35.0,1.0,41.379569,2.138013,2016-08-28 19:26:46.634322
11551874,60985015,Entire home/apt,,Gràcia,14,4.5,2,1.0,68.0,2.0,41.401552,2.153713,2016-08-28 19:26:43.299671
4361286,10282205,Private room,,Sant Martí,51,5.0,1,1.0,45.0,2.0,41.408852,2.189674,2016-08-28 19:26:38.922021
2738335,13913862,Private room,,Sants-Montjuïc,82,5.0,2,1.0,55.0,2.0,41.373903,2.16995,2016-08-28 19:26:37.347154
1505365,8028055,Entire home/apt,,Gràcia,118,4.5,8,3.0,115.0,,41.401369,2.164532,2016-08-28 19:26:33.821499
