room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,minstay,latitude,longitude,last_modified
13725931,80257610,Shared room,,Sants-Montjuïc,3,4.0,2,1.0,62.0,,41.372206,2.162963,2017-02-18 23:21:36.961623
7840689,26013994,Shared room,,Ciutat Vella,0,0.0,1,1.0,44.0,,41.380605,2.176322,2017-02-18 23:21:36.958604
14105222,17217105,Shared room,,Eixample,0,0.0,2,1.0,55.0,,41.381672,2.152825,2017-02-18 23:21:36.956267
13864650,2130870,Shared room,,Ciutat Vella,6,4.0,2,1.0,44.0,,41.380556,2.189145,2017-02-18 23:21:36.948914
11856515,42686705,Shared room,,Ciutat Vella,22,4.5,2,1.0,44.0,,41.383167,2.168774,2017-02-18 23:21:35.694245
5734382,29735245,Shared room,,Ciutat Vella,51,4.5,2,1.0,55.0,,41.378853,2.178555,2017-02-18 23:21:35.691282
14369103,2489450,Shared room,,Sarrià-Sant Gervasi,0,0.0,3,1.0,55.0,,41.40587,2.147004,2017-02-18 23:21:35.688266
15436697,98983671,Shared room,,Nou Barris,3,0.0,3,1.0,55.0,,41.440966,2.179094,2017-02-18 23:21:35.685902
7832096,26013994,Shared room,,Ciutat Vella,0,0.0,1,1.0,44.0,,41.37943,2.176618,2017-02-18 23:21:35.683262
6376013,32665441,Shared room,,Eixample,0,0.0,2,1.0,44.0,,41.389648,2.156022,2017-02-18 23:21:35.680428
12996563,71185958,Shared room,,Sant Martí,5,4.5,2,1.0,55.0,,41.395056,2.194516,2017-02-18 23:21:35.677916
4627938,23968212,Shared room,,Eixample,18,4.5,10,1.0,54.0,,41.391617,2.162516,2017-02-18 23:21:35.674431
16377112,103543760,Shared room,,Ciutat Vella,0,0.0,2,1.0,60.0,,41.37946,2.190078,2017-02-18 23:21:35.668570
15264530,96659581,Shared room,,Ciutat Vella,20,4.5,4,1.0,44.0,,41.385073,2.178328,2017-02-18 23:21:35.665482
12145956,20649977,Shared room,,Eixample,2,0.0,2,1.0,44.0,,41.383334,2.154299,2017-02-18 23:21:35.663071
8516038,12116844,Shared room,,Ciutat Vella,0,0.0,2,1.0,55.0,,41.381474,2.176998,2017-02-18 23:21:35.660730
17076426,113891643,Shared room,,Sants-Montjuïc,0,0.0,6,1.0,55.0,,41.366289,2.135159,2017-02-18 23:21:35.658565
16110378,10966292,Shared room,,Eixample,1,0.0,2,1.0,46.0,,41.390393,2.155961,2017-02-18 23:21:35.656303
15284461,96798523,Shared room,,Eixample,1,0.0,2,1.0,43.0,,41.379901,2.162554,2017-02-18 23:21:35.653380
9862962,28013627,Shared room,,Ciutat Vella,27,4.5,1,1.0,55.0,,41.387717,2.180169,2017-02-18 23:21:35.649993
6092391,1033682,Shared room,,Eixample,76,4.5,2,1.0,49.0,,41.403258,2.177571,2017-02-18 23:21:35.645301
7159061,19512522,Shared room,,Sant Andreu,4,4.0,4,1.0,16.0,,41.434184,2.20694,2017-02-18 23:21:34.096462
7567506,16137439,Shared room,,Ciutat Vella,0,0.0,1,1.0,16.0,,41.382062,2.18224,2017-02-18 23:21:32.567836
12017913,64212374,Shared room,,Sants-Montjuïc,7,4.0,12,1.0,22.0,,41.37236,2.169215,2017-02-18 23:21:32.565664
12284317,64212374,Shared room,,Sants-Montjuïc,12,4.0,16,1.0,22.0,,41.373472,2.170715,2017-02-18 23:21:32.563148
12006497,64212374,Shared room,,Sants-Montjuïc,8,4.0,10,1.0,22.0,,41.372971,2.168543,2017-02-18 23:21:32.560430
14160614,85633363,Shared room,,Ciutat Vella,0,0.0,1,1.0,28.0,,41.390427,2.182094,2017-02-18 23:21:32.557690
14145796,51646713,Shared room,,Ciutat Vella,0,0.0,1,1.0,28.0,,41.378227,2.174141,2017-02-18 23:21:32.555027
16552543,46914366,Shared room,,Sants-Montjuïc,0,0.0,9,1.0,25.0,,41.373185,2.165882,2017-02-18 23:21:32.552453
6633576,34721849,Shared room,,Sants-Montjuïc,38,3.5,2,1.0,18.0,,41.371817,2.143013,2017-02-18 23:21:32.549440
13913828,33051500,Shared room,,Horta-Guinardó,3,4.5,2,1.0,38.0,,41.416834,2.157943,2017-02-18 23:21:32.547113
6712128,32727836,Shared room,,Sants-Montjuïc,33,4.0,12,1.0,28.0,,41.372819,2.157552,2017-02-18 23:21:32.542991
7248807,32727836,Shared room,,Sants-Montjuïc,33,4.0,12,1.0,28.0,,41.372847,2.157184,2017-02-18 23:21:32.540216
15600655,11897267,Shared room,,Sants-Montjuïc,0,0.0,4,1.0,22.0,,41.373056,2.141656,2017-02-18 23:21:32.538113
1823947,9547606,Shared room,,Sants-Montjuïc,49,4.0,16,1.0,11.0,,41.378011,2.129361,2017-02-18 23:21:32.532568
6800342,35598955,Shared room,,Eixample,3,4.5,2,1.0,39.0,,41.404882,2.174815,2017-02-18 23:21:32.527762
5868129,17925327,Shared room,,Sants-Montjuïc,21,4.5,6,1.0,18.0,,41.375855,2.134314,2017-02-18 23:21:32.523139
14120005,32727836,Shared room,,Sants-Montjuïc,6,3.0,16,1.0,28.0,,41.37416,2.157719,2017-02-18 23:21:32.520203
14957360,32727836,Shared room,,Sants-Montjuïc,9,3.0,12,1.0,28.0,,41.374471,2.158262,2017-02-18 23:21:32.517674
7709267,40498014,Shared room,,Gràcia,0,0.0,1,1.0,33.0,,41.403227,2.168058,2017-02-18 23:21:32.515084
16648519,107251505,Shared room,,Eixample,1,0.0,5,1.0,15.0,,41.392691,2.162399,2017-02-18 23:21:31.052947
11830051,41807465,Shared room,,Eixample,8,5.0,2,1.0,22.0,,41.391836,2.154014,2017-02-18 23:21:31.050118
