room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,minstay,latitude,longitude,last_modified
10938,39550,Entire home/apt,,Nou Barris,19,5.0,4,2.0,102.0,3,41.432447,2.17098,2014-09-20 09:56:22.954
11194,41161,Private room,,Ciutat Vella,30,4.5,2,1.0,58.0,2,41.383905,2.181047,2014-09-20 09:56:30.838
11368,42188,Entire home/apt,,Ciutat Vella,14,5.0,4,1.0,124.0,1,41.387507,2.178608,2014-09-19 08:26:07.909
16627,58227,Private room,,Sant Martí,43,4.0,2,1.0,70.0,2,41.392873,2.187158,2014-09-20 20:55:37.068
18666,71615,Entire home/apt,,Sant Martí,0,,6,2.0,135.0,2,41.408886,2.185545,2014-09-20 19:46:26.072
18674,71615,Entire home/apt,,Eixample,2,5.0,8,3.0,131.0,3,41.404197,2.173058,2014-09-20 20:51:05.602
19246,73385,Private room,,Eixample,41,4.5,3,1.0,37.0,2,41.384167,2.150367,2014-09-19 03:49:24.975
19428,73846,Entire home/apt,,Ciutat Vella,89,4.5,2,2.0,93.0,3,41.384317,2.17266,2014-09-20 19:14:31.404
19431,73846,Entire home/apt,,Ciutat Vella,89,4.5,2,1.0,97.0,3,41.382536,2.17259,2014-09-20 19:30:31.874
19501,73846,Entire home/apt,,Ciutat Vella,25,4.5,2,1.0,72.0,10,41.385023,2.182658,2014-09-19 03:44:46.950
19502,73846,Entire home/apt,,Ciutat Vella,66,4.5,2,3.0,174.0,1,41.386592,2.182388,2014-09-19 03:49:28.216
19552,74164,Entire home/apt,,Ciutat Vella,121,4.5,4,1.0,73.0,2,41.381082,2.174243,2014-09-19 07:46:43.612
19954,75365,Entire home/apt,,Ciutat Vella,17,5.0,2,1.0,138.0,7,41.388269,2.176325,2014-09-20 20:51:21.241
19959,75410,Entire home/apt,,Ciutat Vella,27,4.5,2,1.0,102.0,14,41.382537,2.171788,2014-09-20 21:16:34.184
20345,76809,Private room,,Nou Barris,42,4.5,4,1.0,34.0,2,41.429013,2.181236,2014-09-19 21:18:32.199
21974,73163,Private room,,Ciutat Vella,0,,2,1.0,102.0,1,41.380768,2.17551,2014-09-20 15:47:06.648
25457,14621253,Entire home/apt,,Eixample,111,5.0,4,1.0,146.0,3,41.393327,2.178235,2014-09-19 09:12:57.404
25786,108310,Private room,,Gràcia,63,4.5,2,1.0,36.0,1,41.401269,2.156046,2014-09-20 09:57:46.927
26846,114509,Entire home/apt,,Ciutat Vella,6,4.0,2,1.0,131.0,3,41.385239,2.164872,2014-09-20 16:30:35.053
